# ProtRank analysis results of a dataset with 6862 rows and 2 comparisons
# comparisons in group 1: H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_1.raw vs. H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_2.raw & H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_4.raw vs. H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzadC_1.raw
# FDR values computed using 100 bootstrap realizations of the data
# rank	row	LFC	rank score	FDR	signs in groups
2420	Q91YE6	-0.37	0.913361	1.00000	+
2421	Q9WUD1	0.77	0.912700	1.00000	+
2422	P19253	-1.40	0.912585	1.00000	-
2423	P97311	-0.08	0.912526	1.00000	+
2424	Q6ZWZ2	-0.38	0.912399	1.00000	+
2425	Q6ZPL9	-0.05	0.911161	1.00000	+
2426	E9Q616	-0.04	0.911108	1.00000	+
2427	Q8N9S3	-0.38	0.910957	1.00000	+
2428	Q60596	0.13	0.910879	1.00000	+
2429	Q80UK8	-1.14	0.910583	1.00000	-
2430	Q6PHQ8	-0.38	0.910477	1.00000	+
2431	P12970	-1.28	0.910147	1.00000	-
2432	Q9QXY9	-0.36	0.909996	1.00000	+
2433	Q80V62	-0.04	0.909922	1.00000	+
2434	O35326	-1.27	0.909852	1.00000	-
2435	A2AQ14	0.29	0.909381	1.00000	+
2436	Q9JJ78	-0.36	0.909034	1.00000	+
2437	Q91W97	-1.04	0.908962	1.00000	-
2438	P14576	-0.36	0.908552	1.00000	+
2439	Q3UH06	0.17	0.908480	1.00000	+
2440	Q924K8	-0.07	0.908435	1.00000	+
2441	Q8BRB7	0.35	0.908328	1.00000	+
2442	P26350	-2.76	0.908228	1.00000	-
2443	Q9EQK5	-0.37	0.907590	1.00000	+
2444	Q8VCD7	-0.06	0.907142	1.00000	+
2445	Q8VC03	-0.38	0.907109	1.00000	+
2446	Q8CHC8	0.33	0.906882	1.00000	+
2447	Q6PAQ4	0.35	0.906704	1.00000	+
2448	Q9DBG5	-0.38	0.906627	1.00000	+
2449	Q8CGK7	-1.05	0.906579	1.00000	-
2450	D3YXK2	-1.32	0.905890	1.00000	-
2451	Q64310	-0.39	0.905664	1.00000	+
2452	Q8BGE7	-0.21	0.905366	1.00000	-
2453	Q8BKX6	-0.41	0.905182	1.00000	+
2454	Q9CQI6	-0.03	0.905128	1.00000	-
2455	P09065	0.06	0.905128	1.00000	+
2456	A2BDX3	-0.41	0.904701	1.00000	+
2457	Q9D0N7	-0.00	0.904339	1.00000	+
2458	Q64704	-0.41	0.904219	1.00000	+
2459	Q8BGQ1	-0.41	0.903737	1.00000	+
2460	O88844	-1.09	0.903460	1.00000	-
2461	P04184	-0.42	0.903255	1.00000	+
2462	Q9WVG6	-0.41	0.902773	1.00000	+
2463	Q9D2L9	0.07	0.902058	1.00000	+
2464	P35980	-0.10	0.901871	1.00000	+
2465	Q8BHN3	-0.40	0.901809	1.00000	+
2466	Q75NR7	-0.48	0.901714	1.00000	+
2467	Q9Z1K6	-0.42	0.901327	1.00000	+
2468	Q80TM9	-0.39	0.900844	1.00000	+
2469	Q9CXK8	0.11	0.900763	1.00000	+
2470	Q9CS74	-0.40	0.900362	1.00000	+
2471	Q69ZR9	-0.03	0.900362	1.00000	+
2472	A2RSY1	-0.42	0.899879	1.00000	+
2473	P42669	-0.05	0.899860	1.00000	+
2474	Q9EPU4	-0.02	0.899631	1.00000	+
2475	O88967	-0.39	0.899397	1.00000	+
2476	Q8R2W9	-0.36	0.898914	1.00000	+
2477	Q91YE5	0.34	0.898532	1.00000	+
2478	Q08122	-0.36	0.898431	1.00000	+
2479	Q8K3J1	-0.36	0.897949	1.00000	+
2480	O54734	0.81	0.897603	1.00000	+
2481	Q689Z5	-0.39	0.897466	1.00000	+
2482	Q91YR7	-0.05	0.897129	1.00000	+
2483	Q00623	-0.05	0.897012	1.00000	-
2484	P52479	-0.36	0.896983	1.00000	+
2485	Q8R080	0.10	0.896875	1.00000	+
2486	Q3UPW2	-0.36	0.896500	1.00000	+
2487	Q61584	0.74	0.896095	1.00000	+
2488	Q8CCN5	-0.36	0.896017	1.00000	+
2489	Q6P9L6	-0.07	0.895996	1.00000	-
2490	Q91Z49	0.02	0.895712	1.00000	+
2491	L7N208	-0.07	0.895469	1.00000	+
2492	Q8JZX4	-0.06	0.895457	1.00000	+
2493	O35226	-0.36	0.895050	1.00000	+
2494	Q6ZQ06	-0.39	0.894567	1.00000	+
2495	Q8BP67	0.15	0.894448	1.00000	+
2496	Q8K194	-0.08	0.894047	1.00000	+
2497	Q64707	-0.07	0.893622	1.00000	+
2498	P48760	-0.42	0.893600	1.00000	+
2499	Q3TYA6	0.18	0.893180	1.00000	+
2500	Q9DBR7	0.58	0.893149	1.00000	+
2501	Q80Z64	-0.06	0.892538	1.00000	+
2502	Q8VDP4	-0.10	0.892180	1.00000	+
2503	Q8BIZ6	-0.10	0.891542	1.00000	+
2504	Q91YM4	0.18	0.891193	1.00000	+
2505	Q8BWZ3	-0.42	0.891181	1.00000	+
2506	Q9WUU9	0.07	0.890926	1.00000	+
2507	P0DPE0	-0.40	0.890697	1.00000	+
2508	Q60972	-0.11	0.890484	1.00000	+
2509	P58389	-0.39	0.890213	1.00000	+
2510	P70168	-0.10	0.890142	1.00000	+
2511	Q9CZX8	1.13	0.889965	1.00000	+
2512	P97868	-0.02	0.889945	1.00000	+
2513	P70353	-0.10	0.889767	1.00000	+
2514	Q3UA06	-0.42	0.889729	1.00000	+
2515	Q9QYJ3	-0.41	0.889245	1.00000	+
2516	Q9CPN8	0.05	0.888803	1.00000	+
2517	Q3U3C9	-0.41	0.888761	1.00000	+
2518	Q9CZX0	-0.07	0.888597	1.00000	+
2519	Q9Z0Z7	-0.13	0.888368	1.00000	+
2520	Q8BTV2	-0.41	0.887792	1.00000	+
2521	P61804	-0.41	0.887307	1.00000	+
2522	Q3SYK4	0.41	0.886957	1.00000	+
2523	Q99J45	-0.41	0.886823	1.00000	+
2524	O35343	-0.14	0.886501	1.00000	+
2525	H3BJD6	0.13	0.886371	1.00000	+
2526	Q6KCD5	-0.11	0.886115	1.00000	+
2527	Q99K01	-0.39	0.885853	1.00000	+
2528	Q9JHU4	0.46	0.885698	1.00000	+
2529	O55236	-0.41	0.885368	1.00000	+
2530	P11103	-0.11	0.885326	1.00000	+
2531	Q9CWL2	0.25	0.885087	1.00000	+
2532	Q62383	-0.02	0.884961	1.00000	+
2533	Q9CY28	-0.03	0.884797	1.00000	-
2534	Q9D4J1	0.08	0.884797	1.00000	+
2535	Q8K296	-0.41	0.884398	1.00000	+
2536	Q60597	1.11	0.884297	1.00000	+
2537	Q80WE4	-0.13	0.884174	1.00000	+
2538	A2AWA9	-0.42	0.883913	1.00000	+
2539	Q8K301	0.38	0.883868	1.00000	+
2540	C0HKD8	0.04	0.883867	1.00000	+
2541	Q9CW46	0.04	0.883687	1.00000	+
2542	Q60605	-0.08	0.883576	1.00000	+
2543	Q7TMF2	-1.07	0.883460	1.00000	-
2544	Q9CYA6	-0.41	0.883428	1.00000	+
2545	Q8C2Q3	-0.09	0.883405	1.00000	+
2546	P16381	-0.01	0.882955	1.00000	+
2547	Q9JKV5	-0.42	0.882942	1.00000	+
2548	P20152	0.31	0.882841	1.00000	+
2549	P70388	-0.42	0.882457	1.00000	+
2550	P70696	0.12	0.882143	1.00000	+
2551	Q9CWL8	-0.09	0.882116	1.00000	+
2552	Q62448	-0.42	0.881972	1.00000	+
2553	O55125	-0.42	0.881486	1.00000	+
2554	O08583	-0.17	0.881300	1.00000	+
2555	Q9CZ13	0.55	0.881065	1.00000	+
2556	Q3V460	-0.42	0.881000	1.00000	+
2557	Q04447	-1.00	0.880915	1.00000	-
2558	B9EKI3	-0.42	0.880515	1.00000	+
2559	Q61655	-0.41	0.880029	1.00000	+
2560	P83882	-0.99	0.880000	1.00000	-
2561	P62874	-0.01	0.879691	1.00000	-
2562	Q80VN4	-0.08	0.879317	1.00000	+
2563	Q501J6	-0.12	0.879083	1.00000	+
2564	O88712	-0.42	0.879057	1.00000	+
2565	Q8CIH5	-0.42	0.878571	1.00000	+
2566	Q8VHR5	-0.16	0.878555	1.00000	+
2567	Q8BSY0	-0.41	0.878084	1.00000	+
2568	Q99LT0	0.15	0.877885	1.00000	+
2569	P97496	-0.03	0.877764	1.00000	+
2570	G3X920	-0.39	0.877112	1.00000	+
2571	O35491	-0.54	0.877038	1.00000	+
2572	Q8BTZ4	-0.39	0.876625	1.00000	+
2573	Q9Z1G3	-0.03	0.876623	1.00000	-
2574	Q99LI7	-0.40	0.876139	1.00000	+
2575	Q9DB43	-0.39	0.875652	1.00000	+
2576	Q6ZWU9	0.46	0.875584	1.00000	+
2577	Q91Z31	-0.02	0.875570	1.00000	+
2578	Q9CWS4	0.04	0.875352	1.00000	+
2579	Q9CR67	-0.38	0.875165	1.00000	+
2580	Q91WN1	-0.09	0.874930	1.00000	+
2581	Q8R0X7	-0.39	0.874679	1.00000	+
2582	P00416	-0.38	0.874192	1.00000	+
2583	Q8CJ53	-0.37	0.873705	1.00000	+
2584	J3QMC5	-0.13	0.873660	1.00000	+
2585	P26369	-0.05	0.873372	1.00000	+
2586	P56183	0.22	0.873320	1.00000	+
2587	P70268	-0.38	0.872730	1.00000	+
2588	Q811Q9	-0.38	0.871756	1.00000	+
2589	O55201	-0.17	0.871515	1.00000	+
2590	P97480	-0.38	0.871268	1.00000	+
2591	Q80X98	-0.14	0.871084	1.00000	+
2592	Q7TN89	-0.38	0.870781	1.00000	+
2593	Q7TMS5	-0.38	0.870293	1.00000	+
2594	Q9Z315	-0.19	0.870242	1.00000	+
2595	G3UX78	-0.77	0.869805	1.00000	-
2596	Q8BG51	-0.35	0.869805	1.00000	+
2597	A2A8U2	-0.19	0.869770	1.00000	+
2598	Q3UVK0	-0.35	0.869317	1.00000	+
2599	Q9QZQ1	-0.35	0.868830	1.00000	+
2600	Q5DTT1	0.03	0.868433	1.00000	+
2601	Q8BGZ4	-0.33	0.868342	1.00000	+
2602	Q8R5M0	0.11	0.868331	1.00000	+
2603	P80317	-0.96	0.867887	1.00000	-
2604	Q9D735	-0.32	0.867853	1.00000	+
2605	Q4VA53	0.03	0.867431	1.00000	+
2606	Q8BNV1	-0.30	0.867365	1.00000	+
2607	Q8R1D1	-0.14	0.867263	1.00000	+
2608	Q8K1X1	-0.34	0.866877	1.00000	+
2609	P35601	-0.14	0.866603	1.00000	+
2610	Q8BFQ4	-1.16	0.866273	1.00000	-
2611	A0A0A6YWV7	-0.35	0.865900	1.00000	+
2612	Q9Z103	-0.08	0.865780	1.00000	+
2613	Q9JIZ5	0.05	0.865611	1.00000	+
2614	Q9WV84	-0.30	0.864923	1.00000	+
2615	P47802	-0.32	0.863945	1.00000	+
2616	P61514	-0.93	0.863605	1.00000	-
2617	Q7TMB8	1.06	0.863468	1.00000	+
2618	Q99ML9	-0.82	0.863456	1.00000	-
2619	Q921L3	-0.33	0.863456	1.00000	+
2620	P14115	0.00	0.863271	1.00000	+
2621	Q7TPV4	-0.10	0.863060	1.00000	+
2622	Q9QXT0	-0.33	0.862967	1.00000	+
2623	Q62315	0.13	0.862422	1.00000	+
2624	Q922U2	-1.04	0.862090	1.00000	-
2625	Q5NCY0	0.10	0.861581	1.00000	+
2626	Q61127	-0.34	0.861499	1.00000	+
2627	Q8VCY6	0.34	0.861494	1.00000	+
2628	Q569Z5	0.41	0.861196	1.00000	+
2629	P70677	-0.36	0.861010	1.00000	+
2630	Q9QWF0	-0.14	0.860603	1.00000	+
2631	Q99PT3	-0.36	0.860520	1.00000	+
2632	P02468	-0.93	0.860329	1.00000	-
2633	E9Q286	-0.06	0.860304	1.00000	+
2634	Q8R1N4	-0.37	0.860030	1.00000	+
2635	A2TJV2	-0.38	0.859541	1.00000	+
2636	Q60848	-0.09	0.859355	1.00000	+
2637	A2A7T8	-1.23	0.859102	1.00000	-
2638	Q8BH04	-0.36	0.859051	1.00000	+
2639	E9Q5K9	0.31	0.858749	1.00000	+
2640	P70372	0.26	0.858538	1.00000	+
2641	P47911	-0.21	0.858431	1.00000	+
2642	P60710	-0.22	0.858019	1.00000	+
2643	Q61545	-2.36	0.857675	1.00000	-
2644	Q9ER69	-0.36	0.857580	1.00000	+
2645	A2AQH4	0.22	0.857335	1.00000	+
2646	Q3UY34	-0.17	0.857310	1.00000	+
2647	P54923	-0.35	0.857090	1.00000	+
2648	Q9DCA5	0.25	0.857010	1.00000	+
2649	P59279	-0.32	0.856600	1.00000	+
2650	Q9ERH4	0.17	0.856524	1.00000	+
2651	Q64737	-0.93	0.856464	1.00000	-
2652	Q7TSS2	-0.30	0.856109	1.00000	+
2653	Q9D0F4	-1.32	0.855942	1.00000	-
2654	Q9CRD2	-0.29	0.855619	1.00000	+
2655	Q99LC3	-0.29	0.855128	1.00000	+
2656	Q8VDP2	0.18	0.855044	1.00000	+
2657	Q9JJ89	0.10	0.854846	1.00000	+
2658	Q8C4Y3	-0.29	0.854637	1.00000	+
2659	G5E870	-0.10	0.854449	1.00000	+
2660	P08553	0.19	0.854320	1.00000	+
2661	Q9ERS5	-0.25	0.854146	1.00000	+
2662	Q6NZN0	-0.25	0.853655	1.00000	+
2663	Q6P542	0.14	0.853038	1.00000	+
2664	Q3UFY0	0.09	0.852997	1.00000	+
2665	Q91XW8	-0.27	0.852673	1.00000	+
2666	Q922D8	-0.94	0.852464	1.00000	-
2667	F8VPP8	-0.30	0.852182	1.00000	+
2668	Q9DBD5	-0.23	0.852067	1.00000	+
2669	Q569L8	-1.41	0.851911	1.00000	-
2670	Q9CX30	-0.30	0.851690	1.00000	+
2671	Q8BX22	-0.23	0.851689	1.00000	+
2672	Q61187	-0.29	0.851199	1.00000	+
2673	Q8CG48	-0.06	0.850992	1.00000	+
2674	Q80Y19	0.24	0.850908	1.00000	+
2675	Q4FK66	-1.29	0.850783	1.00000	-
2676	Q924C1	-0.27	0.850707	1.00000	+
2677	Q5SS00	-0.18	0.850507	1.00000	+
2678	P25976	0.00	0.850317	1.00000	+
2679	Q99LW0	-0.30	0.850215	1.00000	+
2680	Q66X05	-0.20	0.849662	1.00000	+
2681	Q61029	-0.15	0.849386	1.00000	+
2682	C0HKE9	-1.98	0.849296	1.00000	-
2683	Q9Z1Q5	-0.07	0.848930	1.00000	+
2684	Q6P5G3	-0.22	0.848916	1.00000	+
2685	P31938	-0.30	0.848740	1.00000	+
2686	Q9D0R4	0.35	0.848609	1.00000	+
2687	G3UX45	0.17	0.848282	1.00000	+
2688	Q02395	0.36	0.848251	1.00000	+
2689	P63242	-0.92	0.847914	1.00000	-
2690	O88512	-0.30	0.847755	1.00000	+
2691	Q4QY64	0.00	0.847661	1.00000	+
2692	P17742	0.27	0.847577	1.00000	+
2693	Q9R1X4	-0.26	0.847428	1.00000	+
2694	Q80TE0	-0.30	0.847263	1.00000	+
2695	O88569	-1.30	0.847015	1.00000	-
2696	Q9D5V5	0.01	0.846958	1.00000	+
2697	Q6ZWQ0	0.19	0.846834	1.00000	+
2698	P35293	-0.32	0.846770	1.00000	+
2699	Q9JII5	-1.71	0.846329	1.00000	-
2700	Q6P4S8	0.13	0.846322	1.00000	+
2701	Q9WUP7	-0.34	0.846278	1.00000	+
2702	Q9DB60	-0.35	0.845785	1.00000	+
2703	O54879	-1.68	0.845625	1.00000	-
2704	Q61035	-0.38	0.845292	1.00000	+
2705	Q91WR3	-0.39	0.844799	1.00000	+
2706	Q05CL8	-0.19	0.844623	1.00000	+
2707	Q8JZK9	-0.39	0.844306	1.00000	+
2708	Q91W36	-1.17	0.843937	1.00000	-
2709	Q8R5A0	-0.38	0.843813	1.00000	+
2710	Q9JHI7	-1.22	0.843611	1.00000	-
2711	P46938	-0.37	0.843320	1.00000	+
2712	Q8C006	-0.02	0.843041	1.00000	+
2713	Q5SVQ0	0.18	0.843008	1.00000	+
2714	Q9DAA6	-0.14	0.843005	1.00000	+
2715	P28656	-0.39	0.842827	1.00000	+
2716	Q9QWL7	-0.27	0.842621	1.00000	+
2717	Q62504	-0.20	0.842604	1.00000	+
2718	Q9ES52	-0.39	0.842333	1.00000	+
2719	P18760	-0.97	0.841880	1.00000	-
2720	Q3TZZ7	-0.26	0.841304	1.00000	+
2721	A0A286YCX6	-0.38	0.840852	1.00000	+
2722	Q9JIF7	0.80	0.840795	1.00000	+
2723	O35638	-0.02	0.840694	1.00000	+
2724	Q925J9	-0.40	0.840358	1.00000	+
2725	P20263	-0.23	0.839993	1.00000	+
2726	Q8R2U2	-0.16	0.839959	1.00000	+
2727	O08759	-0.40	0.839864	1.00000	+
2728	P26041	-0.94	0.839845	1.00000	-
2729	E9Q3G8	0.13	0.839525	1.00000	+
2730	Q62018	0.52	0.839505	1.00000	+
2731	Q6P4T2	-0.21	0.839255	1.00000	+
2732	Q99NB9	-0.15	0.839096	1.00000	+
2733	B2RRF6	0.28	0.838996	1.00000	+
2734	Q9EPU0	0.27	0.838812	1.00000	+
2735	Q80UU1	-0.38	0.838382	1.00000	+
2736	P62196	-0.89	0.838152	1.00000	-
2737	Q9DAM7	-0.38	0.837887	1.00000	+
2738	O70194	0.08	0.837842	1.00000	+
2739	P84099	-0.27	0.837297	1.00000	+
2740	Q91X20	-0.22	0.836857	1.00000	+
2741	Q922V4	-0.24	0.836842	1.00000	+
2742	P97452	0.22	0.836817	1.00000	+
2743	P17012	0.17	0.836551	1.00000	+
2744	Q9CQ48	-0.02	0.836102	1.00000	+
2745	Q9EQI8	-1.11	0.836043	1.00000	-
2746	Q99LX5	-0.16	0.835484	1.00000	+
2747	Q6ZQ88	-0.26	0.835289	1.00000	+
2748	P23242	-0.65	0.835106	1.00000	-
2749	P51863	-0.52	0.834918	1.00000	+
2750	Q60974	-1.10	0.834864	1.00000	-
2751	Q9R0L7	-0.16	0.834753	1.00000	+
2752	Q8CIM8	-0.15	0.834431	1.00000	+
2753	P57780	-0.10	0.834266	1.00000	+
2754	A6H619	-0.23	0.833995	1.00000	+
2755	Q7TN75	-0.58	0.833927	1.00000	+
2756	Q80X32	0.13	0.833511	1.00000	+
2757	P14685	0.94	0.833156	1.00000	+
2758	Q61749	-0.59	0.832936	1.00000	+
2759	Q9CQS7	0.68	0.832934	1.00000	+
2760	Q8CGZ0	-0.28	0.832775	1.00000	+
2761	Q9D1R9	-0.23	0.832764	1.00000	+
2762	Q8BU11	-0.58	0.832440	1.00000	+
2763	Q61656	-0.23	0.832224	1.00000	+
2764	Q8R3C0	-0.57	0.831944	1.00000	+
2765	Q6ZPR6	0.06	0.831487	1.00000	+
2766	P60122	-0.19	0.831070	1.00000	+
2767	Q80TV8	-0.54	0.830952	1.00000	+
2768	Q5XJY5	0.85	0.830892	1.00000	+
2769	Q14AI0	0.15	0.830134	1.00000	-
2770	F6TFN2	-0.25	0.830125	1.00000	+
2771	Q9D3N8	-0.28	0.829775	1.00000	+
2772	Q8BW10	-0.13	0.829661	1.00000	+
2773	Q9D6T0	-0.25	0.829485	1.00000	+
2774	P30285	-0.54	0.829463	1.00000	+
2775	Q9CR29	-2.42	0.829449	1.00000	-
2776	Q9ERU9	-0.23	0.829115	1.00000	+
2777	Q8K4Z5	-0.29	0.828998	1.00000	+
2778	B9EJR8	0.34	0.828979	1.00000	+
2779	Q14CH7	-0.54	0.828967	1.00000	+
2780	Q7TNS8	-0.23	0.828882	1.00000	+
2781	P97760	-0.16	0.828866	1.00000	+
2782	Q6P6L6	-0.98	0.828777	1.00000	-
2783	Q8BMP6	-0.55	0.828470	1.00000	+
2784	Q8C0L6	-0.56	0.827973	1.00000	+
2785	Q8VCR2	-0.57	0.827476	1.00000	+
2786	Q3THK7	-0.87	0.827469	1.00000	-
2787	Q8R570	-0.60	0.826979	1.00000	+
2788	Q91WM1	-0.11	0.826829	1.00000	+
2789	Q8C156	-0.24	0.826737	1.00000	+
2790	Q9CX97	-0.19	0.826379	1.00000	+
2791	Q6A068	-0.25	0.826309	1.00000	+
2792	Q8K3H0	-0.56	0.825985	1.00000	+
2793	Q7TPR4	0.13	0.825669	1.00000	+
2794	Q7TNP2	-0.58	0.825487	1.00000	+
2795	Q3TZX8	-0.31	0.825224	1.00000	+
2796	Q91VC3	-0.21	0.825114	1.00000	+
2797	Q6DID5	-0.25	0.825101	1.00000	+
